"Cliente","Marca1","Marca2","Marca3","Marca_Inno1","Marca_Inno2"
15311,0.0819047619047619,0,0,0,0
15314,0.914285714285714,0.236190476190476,0.150476190476191,0,0
15318,0.108571428571429,0,0,0,0
15329,0.401904761904762,0,0,0,0
15331,0.0838095238095238,0,0.150476190476191,0,0
15333,0.194285714285714,0.0476190476190476,0,0,0
15335,0.327619047619048,0.00952380952380952,0.150476190476191,0,0
15336,0.352380952380952,0,0,0.161904761904762,0
15343,0,0,0,0,0
15346,0.163809523809524,0,0,0,0
15349,0.32952380952381,0.0266666666666667,0.150476190476191,0.161904761904762,0.161904761904762
15358,0.321904761904762,0.0933333333333333,0.150476190476191,0,0
15362,0,0,0.150476190476191,0.139047619047619,0
15375,0,0,0,0,0
15376,0,0.156190476190476,0,0,0
15379,0.426666666666667,0,0,0,0
15383,0.579047619047619,0,0,0,0
15384,0.52952380952381,0,0,0,0
15385,0,0,0,0,0
15389,0.0838095238095238,0,0.300952380952381,0,0
15390,0.12952380952381,0,0,0,0
15400,0.0247619047619048,0,0.150476190476191,0,0
15403,0.116190476190476,0,0.161904761904762,0,0
15406,0.226666666666667,0.154285714285714,0,0,0
15407,0.139047619047619,0,0,0,0
15427,0,0,0,0,0
15432,0.0723809523809524,0,0,0,0
15436,0.428571428571429,0,0,0,0
15447,0.0704761904761905,0,0,0,0
15448,0.0933333333333333,0,0,0,0
15449,0.106666666666667,0,0,0,0
15450,0.403809523809524,0,0,0,0
15452,0.00952380952380952,0,0,0,0
15453,0.059047619047619,0.0819047619047619,0,0,0
15456,0.144761904761905,0,0,0,0
15458,0,0,0,0,0
15465,0.335238095238095,0.251428571428572,0,0,0
15479,0,0,0,0,0
15480,0.28952380952381,0,0,0,0
15487,0,0.106666666666667,0,0,0
15488,0.933333333333333,0.19047619047619,0,0.451428571428571,0.451428571428571
15492,0.268571428571429,0,0,0,0
15494,0.139047619047619,0,0,0,0
15495,0.192380952380952,0.386666666666667,0,0.312380952380952,0
15496,0.643809523809524,0.0247619047619048,0.312380952380952,0,0
15501,0.754285714285714,0,0,0,0.312380952380952
15515,0.272380952380952,0,0,0,0
15520,0.140952380952381,0,0,0,0
15526,0.163809523809524,0,0,0,0
15528,0,0,0,0,0
15530,0,0,0,0,0
15545,0.506666666666667,0.259047619047619,0.28952380952381,0,0
15555,0,0,0,0,0
15569,0.12952380952381,0,0,0,0
15571,0,0,0,0,0
15573,0.188571428571429,0,0,0,0
15575,0.186666666666667,0.436190476190476,0,0,0
15588,0.914285714285714,0.266666666666667,0,0,0
15591,0,0,0,0.161904761904762,0.161904761904762
15596,0.407619047619048,0.0247619047619048,0,0,0
15599,0,0,0,0,0
15608,0,0,0,0,0
15612,0,0,0,0,0
15617,0.224761904761905,0,0,0,0
15622,0.0247619047619048,0,0,0,0
15630,0.0933333333333333,0,0,0,0
15631,0.904761904761905,0.142857142857143,0.28952380952381,0,0
15636,0,0,0,0,0
15643,0.0819047619047619,0,0.28952380952381,0,0
15653,0.12952380952381,0,0,0,0
15655,0.140952380952381,0,0,0,0
15668,0,0,0,0.28952380952381,0
15693,0,0,0,0,0
15694,0,0,0,0,0
15705,0,0.40952380952381,0,0,0
15718,0.211428571428571,0,0,0,0
15724,0,0,0,0,0
15728,0,0,0.451428571428571,0,0
15729,0,0,0,0.139047619047619,0
15734,0.177142857142857,0,0,0,0
15736,0.150476190476191,0,0,0,0
15741,0,0,0,0,0
15743,0.059047619047619,0.177142857142857,0.150476190476191,0,0
15755,0,0,0,0,0
15756,0.257142857142857,0,0,0,0
15760,0,0,0,0,0
15764,0.20952380952381,0,0,0,0
15793,0.150476190476191,0,0.139047619047619,0,0
15801,0.165714285714286,0,0,0,0
15813,0.0476190476190476,0,0,0,0
15821,0.695238095238095,0.420952380952381,0.139047619047619,0,0
15825,0.211428571428571,0,0,0,0
15826,0.127619047619048,0,0,0,0
15827,0,0,0,0,0
15829,0.382857142857143,0,0,0,0
15831,0,0,0,0,0
15832,0,0,0,0,0
15841,0.059047619047619,0,0,0.451428571428571,0
15847,0,0,0,0,0
15873,0,0,0,0,0
15875,0,0,0.139047619047619,0.150476190476191,0
15886,0,0,0,0.150476190476191,0.150476190476191
15895,0,0,0.28952380952381,0,0
15906,0,0.059047619047619,0,0,0
15911,0,0,0.150476190476191,0,0
15942,0,0,0,0,0
15950,0,0,0,0,0
15960,0,0,0,0.451428571428571,0
15963,0,0,0,0,0
15966,0,0,0,0,0
15975,0,0,0,0,0
15989,0.0838095238095238,0.0133333333333333,0,0,0
15992,0,0,0,0,0
16001,0.0361904761904762,0,0,0,0
16002,0,0,0.139047619047619,0,0
16007,0.0819047619047619,0,0.150476190476191,0.28952380952381,0.28952380952381
16011,0.47047619047619,0,0,0,0
16013,0.24952380952381,0,0,0,0
16016,0.224761904761905,0,0,0,0
16024,0.140952380952381,0.059047619047619,0,0.150476190476191,0
16028,0.306666666666667,0,0,0,0
16029,0.685714285714286,0,0,0.139047619047619,0.150476190476191
16036,0.268571428571429,0.154285714285714,0,0,0
16040,0.165714285714286,0.226666666666667,0,0.451428571428571,0.451428571428571
16052,0.426666666666667,0.413333333333333,0,0,0
16056,0,0.0838095238095238,0,0,0
16061,0.247619047619048,0.295238095238095,0,0,0
16063,0.44952380952381,0,0,0,0
16071,0,0,0,0,0
16075,0,0,0,0,0
16076,0.803809523809524,0.247619047619048,0.150476190476191,0.451428571428571,0.451428571428571
16078,0.377142857142857,0.0704761904761905,0.139047619047619,0,0
16081,0.468571428571428,0,0,0,0
16084,0.133333333333333,0,0,0,0
16086,0,0,0,0.312380952380952,0
16096,0.188571428571429,0,0,0.300952380952381,0.150476190476191
16103,0.792380952380953,0,0.451428571428571,0,0
16105,0.638095238095238,0,0,0,0
16107,0.220952380952381,0,0,0,0
16108,0,0,0,0,0
16114,0.059047619047619,0,0,0,0
16126,0,0,0,0.312380952380952,0.312380952380952
16130,0.36,0.139047619047619,0,0.139047619047619,0.139047619047619
16134,0.236190476190476,0,0,0,0
16140,0,0,0,0,0
16147,0.48,0,0.300952380952381,0,0
16169,0,0,0,0,0
16171,0.55047619047619,0,0,0.300952380952381,0.139047619047619
16178,0.152380952380952,0,0,0,0
16180,0,0,0,0,0
16192,0.059047619047619,0,0.312380952380952,0,0
16194,0.198095238095238,0,0,0,0
16204,0.895238095238095,0.19047619047619,0,0.161904761904762,0.139047619047619
16217,0.243809523809524,0,0,0,0
16227,0,0,0.150476190476191,0,0
16243,0.295238095238095,0,0,0,0
16258,0.0723809523809524,0,0,0,0
16259,0,0.060952380952381,0,0,0
16267,0,0,0,0,0
16277,0.44,0,0,0,0
16288,0.512380952380952,0,0,0,0
16290,0,0,0,0,0
16293,0.234285714285714,0.163809523809524,0.161904761904762,0,0
16316,0.596190476190476,0,0.161904761904762,0,0
16334,0,0,0,0,0
16344,0.106666666666667,0,0.150476190476191,0,0
16345,0.304761904761905,0.211428571428571,0,0,0
16358,0,0,0,0.312380952380952,0
16362,0,0,0,0,0
16371,0.243809523809524,0,0,0,0
16376,0.478095238095238,0,0,0,0
16377,0.436190476190476,0,0,0.312380952380952,0.312380952380952
16379,0.352380952380952,0.2,0,0,0
16381,0.281904761904762,0,0,0,0
16382,0.152380952380952,0.0476190476190476,0,0,0
16383,0.140952380952381,0,0.150476190476191,0,0
16397,0.0952380952380952,0,0,0.161904761904762,0.312380952380952
16409,0.398095238095238,0.247619047619048,0.161904761904762,0.150476190476191,0.150476190476191
16412,0.243809523809524,0,0.161904761904762,0,0
16420,0.388571428571429,0.340952380952381,0.150476190476191,0,0
16421,0,0,0,0,0
16431,0,0,0,0.150476190476191,0
16432,0.198095238095238,0,0,0,0
16450,0,0,0,0.451428571428571,0.28952380952381
16452,0.140952380952381,0,0,0,0
16455,0.27047619047619,0.27047619047619,0,0,0
16466,0.0361904761904762,0,0,0,0
16472,0.127619047619048,0,0.150476190476191,0,0
16476,0.118095238095238,0.0933333333333333,0,0,0
16479,0.2,0,0,0,0
16483,0,0,0,0,0
16484,0.224761904761905,0.0476190476190476,0,0,0
16485,0.255238095238095,0,0,0,0
16486,0.0838095238095238,0,0,0,0
16488,0.300952380952381,0,0,0,0
16492,0.213333333333333,0,0,0,0
16497,0,0,0,0,0
16501,0,0,0,0,0
16505,0.245714285714286,0.293333333333333,0,0,0
16508,0.0476190476190476,0,0,0,0
16512,0.152380952380952,0,0,0,0
16520,0.224761904761905,0,0,0,0
16521,0.388571428571429,0,0,0,0
16524,0,0,0,0,0
16530,0.116190476190476,0.116190476190476,0,0,0
16533,0.150476190476191,0,0,0.312380952380952,0
16543,0.127619047619048,0,0,0,0
16544,0.382857142857143,0,0,0,0
16545,0.28,0,0,0.150476190476191,0.150476190476191
16547,0,0,0,0,0
16551,0,0,0.161904761904762,0,0
16557,0.487619047619048,0,0,0.312380952380952,0.150476190476191
16560,0.059047619047619,0,0,0,0
16565,0,0,0.161904761904762,0,0
16569,0.234285714285714,0,0.150476190476191,0,0
16576,0,0,0.312380952380952,0,0
16581,0.0952380952380952,0.0361904761904762,0.312380952380952,0,0
16596,0,0,0,0,0
16597,0,0,0,0,0
16603,0.127619047619048,0,0.150476190476191,0,0
16605,0.607619047619048,0,0,0,0
16606,0,0,0,0,0
16610,0,0,0,0,0
16616,0.188571428571429,0.0819047619047619,0,0.161904761904762,0.161904761904762
16617,0,0,0,0,0
16630,0.116190476190476,0,0.139047619047619,0,0
16633,0.236190476190476,0,0,0,0
16636,0,0,0,0,0
16638,0.142857142857143,0,0,0,0
16639,0.28,0,0,0,0
16642,0.632380952380952,0.0704761904761905,0.28952380952381,0.28952380952381,0.28952380952381
16643,0.0933333333333333,0,0,0,0
16652,0.352380952380952,0,0.161904761904762,0,0
16655,0.339047619047619,0.12952380952381,0.150476190476191,0,0
16656,0.281904761904762,0.059047619047619,0,0,0
16664,0.373333333333333,0,0,0,0
16668,0.186666666666667,0.0704761904761905,0,0,0
16685,0,0,0,0,0
16686,0.175238095238095,0.12952380952381,0,0,0
16688,0.803809523809524,0.293333333333333,0.451428571428571,0.150476190476191,0.150476190476191
16689,0.352380952380952,0.140952380952381,0,0,0
16694,0.325714285714286,0.0704761904761905,0,0.300952380952381,0.300952380952381
16704,0,0,0,0.451428571428571,0.312380952380952
16710,0,0,0,0,0
16721,0.106666666666667,0,0,0.139047619047619,0
16723,0,0,0,0,0
16727,0.525714285714286,0.281904761904762,0.150476190476191,0,0
16735,0,0,0,0.312380952380952,0
16739,0,0,0,0,0
16740,0,0,0.139047619047619,0,0
16741,0.420952380952381,0,0.312380952380952,0.28952380952381,0.28952380952381
16745,0.371428571428571,0,0,0.161904761904762,0.161904761904762
16746,0.116190476190476,0,0,0,0
16752,0.059047619047619,0.12952380952381,0,0,0
16772,0.059047619047619,0,0,0,0
16781,0.293333333333333,0,0.150476190476191,0,0
16782,0.127619047619048,0,0.150476190476191,0,0
16784,0,0,0,0,0
16785,0,0,0,0,0
16794,0,0,0,0,0
16800,0.220952380952381,0,0.161904761904762,0,0
16802,0,0,0,0,0
16807,0,0,0,0.161904761904762,0.161904761904762
16809,0.232380952380952,0.0819047619047619,0,0,0
16816,0.792380952380952,0.27047619047619,0.28952380952381,0,0.300952380952381
16818,0.140952380952381,0,0,0,0
16825,0.152380952380952,0,0,0,0
16832,0,0,0,0.139047619047619,0
16836,0.558095238095238,0,0,0,0
16848,0.0704761904761905,0,0,0,0
16851,0.571428571428572,0,0,0,0
16871,0.059047619047619,0,0,0,0
16874,0,0,0,0,0
16881,0.348571428571429,0,0.150476190476191,0,0
16910,0.12952380952381,0,0,0,0
16920,0,0,0,0,0
16928,0.420952380952381,0,0,0,0
16929,0.059047619047619,0.0819047619047619,0,0,0
16930,0.0933333333333333,0,0,0,0
16941,0.0704761904761905,0,0,0,0
16944,0.161904761904762,0,0,0,0
16948,0.885714285714286,0,0,0,0
16952,0.059047619047619,0,0.161904761904762,0,0
16954,0.339047619047619,0,0.161904761904762,0,0
16959,0.127619047619048,0,0.312380952380952,0,0
16968,0.304761904761905,0,0,0,0
16975,0,0,0.28952380952381,0,0
16987,0.232380952380952,0,0,0,0
16990,0,0,0,0.28952380952381,0.451428571428571
16991,0.059047619047619,0,0,0,0
16996,0.64952380952381,0.116190476190476,0,0.451428571428571,0.451428571428571
17000,0.885714285714286,0,0,0,0
17007,0,0,0,0,0
17017,0,0,0,0,0
17024,0,0,0,0,0
17033,0,0,0,0,0
17054,0.325714285714286,0.0704761904761905,0,0,0
17056,0,0,0,0,0
17058,0.059047619047619,0.304761904761905,0.28952380952381,0,0
17062,0,0,0,0,0
17063,0,0,0,0,0
17073,0,0,0,0,0
17075,0.304761904761905,0.152380952380952,0,0,0
17082,0,0,0.161904761904762,0,0
17085,0,0,0,0,0
17087,0.152380952380952,0,0.161904761904762,0,0
17088,0,0,0,0,0
17091,0.407619047619048,0.0819047619047619,0,0,0
17093,0.127619047619048,0,0,0,0
17096,0,0,0,0,0
17100,0.127619047619048,0,0,0,0
17110,0.127619047619048,0,0,0,0
17114,0.198095238095238,0,0,0,0
17123,0,0,0,0,0
17125,0.451428571428571,0,0,0,0
17126,0,0,0,0,0
17133,0,0,0,0,0
17142,0.478095238095238,0,0,0,0
17153,0.314285714285714,0.127619047619048,0.451428571428571,0.161904761904762,0.161904761904762
17154,0.127619047619048,0,0,0,0
17157,0.186666666666667,0,0,0,0
17158,0.0819047619047619,0,0,0,0
17159,0,0,0,0,0
17161,0.127619047619048,0,0,0.139047619047619,0
17166,0,0,0,0,0
17173,0,0,0.300952380952381,0,0
17179,0,0,0,0,0
17186,0,0,0,0,0
17201,0,0,0,0,0
17210,0.152380952380952,0,0,0,0
17211,0.0704761904761905,0,0,0,0
17212,0,0,0,0,0
17221,0,0,0,0,0
17228,0.243809523809524,0,0.451428571428571,0,0.161904761904762
17232,0.152380952380952,0,0,0,0
17234,0.407619047619048,0.152380952380952,0,0,0
17247,0,0,0,0,0
17252,0,0,0,0,0
17255,0.220952380952381,0,0,0.161904761904762,0.161904761904762
17257,0,0,0.139047619047619,0,0
17259,0,0,0,0,0
17261,0,0,0,0,0
17272,0,0,0,0,0
17277,0,0,0,0.28952380952381,0.139047619047619
17282,0.0819047619047619,0,0.161904761904762,0.161904761904762,0
17285,0,0,0,0,0
17290,0.20952380952381,0.0819047619047619,0,0,0
17291,0,0,0,0,0
17293,0.139047619047619,0,0,0,0
17301,0,0,0.150476190476191,0,0
17308,0.0704761904761905,0,0,0,0
17327,0.876190476190476,0,0.150476190476191,0.161904761904762,0
17330,0,0,0,0,0
17346,0,0,0,0,0
17353,0.0819047619047619,0,0,0,0
17357,0.127619047619048,0,0.161904761904762,0,0
17360,0.152380952380952,0.0704761904761905,0.28952380952381,0.312380952380952,0.312380952380952
17367,0.0704761904761905,0,0,0,0
17373,0,0,0.28952380952381,0,0
17375,0,0,0,0,0
17392,0.0819047619047619,0,0,0,0
17397,0.0933333333333333,0,0,0,0
17398,0.0819047619047619,0,0,0,0
17405,0,0,0,0,0
17407,0.116190476190476,0,0,0,0
17412,0.243809523809524,0,0,0,0
17413,0.0819047619047619,0,0,0,0
17421,0.232380952380952,0,0,0,0
17425,0,0,0,0,0
17432,0.0933333333333333,0,0,0,0
17433,0.175238095238095,0.255238095238095,0.161904761904762,0,0
17434,0.220952380952381,0,0,0,0
17438,0,0,0,0,0
17444,0.291428571428571,0,0,0,0
17445,0.626666666666667,0.0819047619047619,0,0.312380952380952,0.451428571428571
17456,0.0819047619047619,0,0,0,0
17463,0,0,0,0,0
17467,0.0933333333333333,0,0,0,0
17473,0.697142857142857,0,0,0.28952380952381,0.150476190476191
17474,0.638095238095238,0.127619047619048,0.161904761904762,0.312380952380952,0.312380952380952
17475,0.556190476190476,0,0,0,0
17484,0,0,0.161904761904762,0,0
17486,0,0,0,0,0
17492,0.232380952380952,0,0,0,0
17493,0.441904761904762,0,0,0,0
17500,0.314285714285714,0,0.161904761904762,0,0
17507,0,0,0,0.161904761904762,0
17511,0.451428571428571,0,0,0,0
17514,0,0,0,0,0
17517,0,0,0,0,0
17521,0,0,0,0,0
17522,0.175238095238095,0,0,0,0
17529,0.175238095238095,0,0,0,0
17530,0.487619047619048,0,0.312380952380952,0,0
17535,0,0,0,0,0
17550,0,0,0,0,0
17570,0,0,0.150476190476191,0,0
17571,0.0933333333333333,0,0,0,0
17578,0,0,0,0,0
17580,0.685714285714286,0,0,0.161904761904762,0.28952380952381
17581,0.0933333333333333,0,0,0,0
17582,0,0.0819047619047619,0,0.161904761904762,0.161904761904762
17590,0,0,0,0,0
17591,0,0,0,0,0
17592,0.116190476190476,0,0,0,0
17603,0.0933333333333333,0,0,0,0
17605,0,0,0.150476190476191,0,0
17615,0,0,0,0,0
17617,0,0,0.150476190476191,0,0
17618,0,0,0.312380952380952,0,0
17627,0,0,0.139047619047619,0,0
17632,0.127619047619048,0,0,0,0
17637,0,0,0,0,0
17638,0,0,0,0,0
17644,0,0,0,0,0
17655,0,0,0,0,0
17659,0,0,0.28952380952381,0,0
17660,0,0,0,0,0
17669,0,0.0933333333333333,0.161904761904762,0.451428571428571,0.451428571428571
17673,0.0933333333333333,0,0,0.139047619047619,0
17675,0,0,0,0,0
17676,0.0933333333333333,0,0,0,0
17678,0,0,0,0,0
17690,0,0,0.161904761904762,0,0
17697,0.198095238095238,0,0,0,0.139047619047619
17706,0,0,0,0,0
17715,0.337142857142857,0,0.312380952380952,0.451428571428571,0.161904761904762
17729,0.127619047619048,0,0,0,0
17736,0.579047619047619,0,0,0,0
17740,0,0,0,0,0
17744,0,0,0,0,0
17745,0.127619047619048,0,0,0,0
17747,0.0933333333333333,0,0,0,0
17748,0,0,0,0,0
17752,0,0,0,0,0
17753,0.777142857142857,0.0933333333333333,0,0,0
17756,0,0,0.28952380952381,0,0
17757,0,0,0,0,0
17763,0,0,0,0,0
17766,0,0,0,0.150476190476191,0
17767,0,0,0.150476190476191,0,0
17769,0,0,0,0,0
17770,0,0,0,0,0
17779,0,0,0,0,0
17788,0,0,0,0,0
17792,0,0,0.451428571428571,0,0
17793,0,0,0.161904761904762,0,0
17795,0,0,0,0,0
17801,0.255238095238095,0.0933333333333333,0,0,0
17805,0.161904761904762,0,0,0,0
17806,0.312380952380952,0,0,0,0
17807,0,0,0.139047619047619,0,0
17810,0,0,0,0,0
17814,0,0.161904761904762,0.312380952380952,0,0
17815,0.127619047619048,0,0,0,0
17819,0.405714285714286,0,0,0,0
17822,0,0,0.150476190476191,0,0
17829,0,0,0,0,0
17850,0.533333333333333,0,0.312380952380952,0,0
17858,0,0.161904761904762,0.139047619047619,0,0
17860,0,0,0,0,0.161904761904762
17868,0,0,0,0,0
17872,0.220952380952381,0,0,0,0
17874,0.104761904761905,0,0.312380952380952,0,0
17878,0,0,0,0,0
17880,0.127619047619048,0,0,0,0
17882,0,0,0,0,0
17892,0.220952380952381,0,0,0,0
17899,0,0,0,0,0
17912,0,0,0,0.28952380952381,0
17914,0.28952380952381,0,0,0,0
17915,0,0,0.150476190476191,0,0
17924,0.428571428571429,0,0,0,0
17928,0.428571428571429,0,0,0,0
17929,0,0,0,0,0
17930,0,0,0,0,0
17933,0,0,0,0,0
17945,0,0,0,0,0
17946,0.127619047619048,0,0.312380952380952,0,0
17948,0,0,0,0,0
17949,0,0,0.161904761904762,0,0
17958,0,0,0.150476190476191,0,0
17966,0,0,0,0.161904761904762,0
17973,0,0,0,0,0
17977,0,0,0,0,0
17989,0,0,0.150476190476191,0,0
18001,0.127619047619048,0,0,0,0
18013,0,0,0,0,0
18014,0.695238095238095,0,0,0.300952380952381,0.139047619047619
18019,0,0,0,0,0
18021,0.127619047619048,0,0,0.161904761904762,0
18029,0.278095238095238,0,0,0,0
18041,0.127619047619048,0,0,0.161904761904762,0.161904761904762
18047,0,0,0,0,0
18056,0,0,0,0,0
18061,0,0,0.28952380952381,0,0
18067,0,0,0.312380952380952,0,0
18069,0.127619047619048,0,0,0,0
18077,0.266666666666667,0,0,0,0
18079,0,0,0,0,0
18081,0.544761904761905,0,0,0,0
18085,0,0,0.161904761904762,0,0
18098,0,0,0,0,0
18101,0.127619047619048,0,0.150476190476191,0,0
18102,0,0,0,0,0
18108,0.127619047619048,0,0,0,0
18111,0,0,0.150476190476191,0,0
18112,0.127619047619048,0,0,0,0
18115,0,0,0,0,0
18128,0.278095238095238,0,0,0,0
18150,0.127619047619048,0,0,0,0
18153,0,0,0.161904761904762,0,0
18156,0.266666666666667,0,0,0,0
18159,0.139047619047619,0.127619047619048,0.451428571428571,0,0
18169,0,0,0,0,0
18172,0,0,0,0,0
18175,0,0,0,0,0
18176,0,0,0,0,0
18182,0,0,0,0,0
18191,0.127619047619048,0,0.312380952380952,0.312380952380952,0
18192,0,0,0.312380952380952,0,0
18196,0.579047619047619,0,0,0,0
18202,0,0,0,0,0
18206,0,0,0.161904761904762,0,0
18207,0,0,0,0,0
18208,0,0.127619047619048,0.451428571428571,0.161904761904762,0.161904761904762
18210,0.417142857142857,0,0,0.451428571428571,0.451428571428571
18211,0,0,0,0,0
18214,0,0,0,0,0
18218,0,0,0,0,0
18220,0,0,0,0,0
18221,0,0,0.161904761904762,0,0
18223,0,0,0.161904761904762,0,0
18228,0,0,0,0,0
18231,0,0,0,0,0
18236,0,0,0,0,0
18240,0.127619047619048,0,0.150476190476191,0,0
18247,0,0,0,0,0
18254,0.300952380952381,0,0.28952380952381,0,0
18256,0.127619047619048,0,0.28952380952381,0,0
18260,0,0,0,0,0
18271,0,0,0,0,0
18273,0,0,0,0,0
18274,0,0,0,0,0
18283,0.127619047619048,0,0,0,0
18285,0,0,0.150476190476191,0,0
18289,0,0,0,0,0
18293,0,0,0,0,0
18294,0,0,0,0,0
18300,0,0,0,0,0
18301,0.300952380952381,0,0,0,0
18302,0,0,0,0,0
18313,0,0,0,0,0
18317,0,0,0,0,0
18319,0.161904761904762,0,0,0,0
18320,0,0.127619047619048,0,0,0
18331,0,0,0,0,0
18332,0.127619047619048,0,0,0,0
18342,0.579047619047619,0.266666666666667,0,0.161904761904762,0.161904761904762
18348,0,0,0,0,0
18350,0,0,0.451428571428571,0,0
18353,0,0,0,0,0
18366,0.127619047619048,0,0.28952380952381,0,0
18383,0.451428571428571,0,0,0,0
18386,0.127619047619048,0,0,0,0
18409,0,0,0,0,0
18410,0.300952380952381,0,0,0,0
18411,0,0,0,0,0
18413,0.127619047619048,0,0,0.312380952380952,0.312380952380952
18417,0,0,0.150476190476191,0,0
18420,0.161904761904762,0,0,0,0
18425,0,0,0,0,0
18428,0,0,0,0,0
18429,0,0,0.150476190476191,0,0
18432,0,0,0.150476190476191,0,0
18433,0,0,0,0,0
18435,0,0,0,0,0
18445,0,0,0.139047619047619,0,0
18447,0,0,0,0,0
18454,0,0,0,0,0
18472,0,0,0,0.312380952380952,0.312380952380952
18476,0,0,0,0,0
18479,0,0,0,0.28952380952381,0.150476190476191
18487,0.300952380952381,0,0,0.312380952380952,0.312380952380952
18489,0,0,0,0.150476190476191,0
18496,0,0,0,0,0
18506,0,0,0.28952380952381,0,0
18528,0,0,0,0,0
18529,0,0,0,0,0
18535,0,0,0.161904761904762,0,0
18540,0,0,0,0,0
18557,0.139047619047619,0,0,0,0
18568,0,0,0.312380952380952,0.312380952380952,0.150476190476191
18570,0,0,0.312380952380952,0,0
18577,0,0,0,0,0
18582,0.300952380952381,0,0.161904761904762,0,0
18589,0,0,0.28952380952381,0,0
18591,0.150476190476191,0,0,0,0
18602,0,0,0,0,0
18603,0.150476190476191,0,0,0.312380952380952,0
18605,0,0,0,0,0
18614,0,0,0,0,0
18628,0,0,0,0,0
18635,0,0,0.150476190476191,0.312380952380952,0.312380952380952
18638,0,0,0,0.161904761904762,0.161904761904762
18642,0,0,0,0,0
18645,0.139047619047619,0,0,0,0
18650,0,0,0,0,0
18652,0.150476190476191,0,0,0,0
18671,0,0,0.451428571428571,0,0
18675,0,0,0,0,0
18677,0,0,0,0,0
18678,0,0,0,0,0
18682,0,0,0,0,0
18684,0,0,0,0,0
18685,0.150476190476191,0,0,0.161904761904762,0.161904761904762
18696,0,0,0,0,0
18698,0.150476190476191,0,0,0,0
18700,0,0.161904761904762,0.451428571428571,0.312380952380952,0.312380952380952
18711,0,0,0.451428571428571,0.312380952380952,0.161904761904762
18714,0,0,0,0,0
18720,0,0,0,0,0
18724,0,0,0.312380952380952,0,0
18726,0,0,0.150476190476191,0,0
18727,0.312380952380952,0,0,0,0
18731,0,0,0,0,0
18732,0,0,0,0.312380952380952,0.312380952380952
18734,0,0,0,0,0
18747,0,0,0,0,0
18753,0,0.161904761904762,0,0,0
18757,0,0,0,0,0
18761,0,0,0.451428571428571,0,0
18764,0,0,0,0,0
18766,0,0,0,0,0
18773,0,0,0,0,0
18782,0,0,0.150476190476191,0,0
18791,0,0,0,0,0
18794,0.451428571428571,0,0.150476190476191,0,0
18795,0,0,0,0,0
18802,0,0,0,0,0
18804,0,0,0.161904761904762,0,0
18818,0,0,0,0,0
18823,0,0,0,0,0
18824,0,0,0.312380952380952,0,0
18825,0,0,0,0.161904761904762,0.161904761904762
18827,0,0,0,0,0
18842,0,0,0,0,0
18848,0,0,0,0,0
18850,0,0,0,0,0
18851,0,0,0,0,0
18856,0,0,0.150476190476191,0,0
18861,0,0,0,0,0
18864,0,0,0.161904761904762,0,0
18865,0,0,0,0,0
18866,0.161904761904762,0,0,0.161904761904762,0
18868,0,0,0.150476190476191,0.312380952380952,0.312380952380952
18876,0,0,0.139047619047619,0,0
18878,0,0,0,0,0
18887,0,0,0,0,0
18888,0,0,0,0.161904761904762,0.161904761904762
18903,0,0,0,0,0
18906,0,0,0.161904761904762,0.312380952380952,0
18909,0,0,0,0,0
18910,0,0,0,0.28952380952381,0.150476190476191
18912,0,0,0,0,0
18918,0,0,0,0,0
18921,0,0,0,0,0
18923,0.150476190476191,0,0,0,0
18925,0,0,0,0,0
18931,0,0,0,0,0
18936,0,0,0,0,0
18937,0,0,0,0,0
18938,0,0,0.161904761904762,0,0
18941,0,0,0,0,0
18943,0,0,0,0,0
18945,0,0,0,0,0
18946,0,0,0,0,0
18948,0.312380952380952,0,0.161904761904762,0.312380952380952,0
18956,0,0,0,0,0
18958,0,0,0,0,0
18963,0,0,0,0,0
18966,0,0,0,0,0.312380952380952
18971,0,0,0,0,0
18975,0,0,0,0,0
18977,0.150476190476191,0,0,0.161904761904762,0
18979,0,0,0,0,0
18981,0,0,0,0,0
18996,0,0,0,0,0
19002,0,0,0,0,0
19003,0,0,0,0,0
19007,0.150476190476191,0,0,0,0
19017,0,0,0.150476190476191,0,0
19019,0,0,0,0,0
19021,0,0,0.161904761904762,0,0
19028,0.150476190476191,0,0,0,0
19030,0,0,0,0,0
19032,0,0,0,0,0
19033,0,0,0,0,0
19044,0,0,0,0,0
19046,0,0,0.312380952380952,0,0
19050,0.150476190476191,0,0,0.161904761904762,0
19053,0.150476190476191,0,0,0,0
19055,0,0,0,0,0
19057,0,0,0.161904761904762,0,0
19059,0,0,0,0,0
19062,0,0,0,0,0
19063,0,0,0,0,0
19074,0,0,0,0,0
19077,0,0,0,0,0
19085,0,0,0,0,0
19093,0,0,0,0,0
19106,0,0,0,0,0
19107,0,0,0,0,0
19114,0,0,0.312380952380952,0,0
19115,0.150476190476191,0,0,0.161904761904762,0.161904761904762
19134,0,0,0,0,0
19139,0.161904761904762,0,0,0,0
19140,0,0,0,0,0
19143,0,0,0,0,0
19150,0,0,0,0,0
19151,0,0,0,0,0
19154,0,0,0,0,0
19161,0,0,0,0,0
19167,0,0,0,0,0
19169,0,0,0.312380952380952,0.451428571428571,0.312380952380952
19170,0,0,0,0,0
19174,0,0,0.161904761904762,0,0
19175,0.150476190476191,0,0,0,0
19176,0,0,0,0,0
19177,0,0,0.161904761904762,0,0
